pv,tipo,empresa_informante,procedencia,procdet,geojson
OESTE-EPn-BR-BATERIA NORTE Venteo - EPn,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BATERIA NORTE,"{""type"":""Point"",""coordinates"":[-69.5861220670797,-36.9870335213799]}"
OESTE-ZV-BR-BATERIA 1 CAM Venteo - EPn,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATERIA 1 CAÃADON AMARILLO,"{""type"":""Point"",""coordinates"":[-69.3924041152576,-36.987706958909]}"
OESTE-EPT-BR-BATERIA SUR,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BATERIA SUR,"{""type"":""Point"",""coordinates"":[-69.6016931052526,-37.09340191017]}"
Sin Dato134,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BATERÃA 2 FILO MORADO,"{""type"":""Point"",""coordinates"":[-69.6743432440454,-37.3145248064746]}"
OESTE-EPT-BR- FILO MORADO MGF Venteo Filo Morado,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BATERÃA 1 FILO MORADO,"{""type"":""Point"",""coordinates"":[-69.6588162636596,-37.2793174851138]}"
OESTE-EPT-BR-MGF CHLS1 Venteo Original-CHLSN,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PTA COMPRESORA DE GAS CHLS1,"{""type"":""Point"",""coordinates"":[-69.5990378757973,-37.0245621808999]}"
OESTE-EPT-BR-CHLSN  MGF CHLS2 Venteo K100-CHLSN,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PTA COMPRESORA DE GAS CHLS2,"{""type"":""Point"",""coordinates"":[-69.5895036195963,-37.0301235173864]}"
OESTE-EPT-BR-MGF EPn1 Venteo-EPn Baja Mza,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PTA COMPRESORA DE GAS EPN-1,"{""type"":""Point"",""coordinates"":[-69.6629763826539,-37.1425603892505]}"
OESTE-EPT-BR-CHLSN Baja (4 etapas) MGF CHLS3,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PTA COMPRESORA DE GAS CHLS3,"{""type"":""Point"",""coordinates"":[-69.5980060629294,-37.0890008115382]}"
OESTE-ZV-BR-COMPRESORA RB Venteo - EPn,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,COMPRESORA RINCON BLANCO,"{""type"":""Point"",""coordinates"":[-69.175817090886,-37.1179979031807]}"
OESTE-EPT-BR-  MGF GLP Venteo Planta-EPn B/A Mza-1,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,GLP EL PORTON,"{""type"":""Point"",""coordinates"":[-69.6563726042123,-37.1538455939989]}"
OESTE-EPT-BR-PTC Venteo - EPn,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PTC EL PORTON,"{""type"":""Point"",""coordinates"":[-69.6613626634561,-37.1426342074027]}"
OESTE-EPn-BR-GLP FM Venteo - EPn,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,GLP FILO MORADO,"{""type"":""Point"",""coordinates"":[-69.6515856613491,-37.2762694353861]}"
OESTE-RDLS-ZA PTO MOLINA NQN VTO P MOL NQN,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PUESTO MOLINA LADO NQN,"{""type"":""Point"",""coordinates"":[-69.1151491844872,-37.2166419735482]}"
OESTE-RDLS-ZA  D BAYO NQN VTO D BAYO NQN,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,DESFILADERO BAYO,"{""type"":""Point"",""coordinates"":[-69.0514463611606,-37.3386960496829]}"
OESTE-LLL (S. Blancas) 1 Etapa VTO PTA 17MM (B),CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PLANTA LTS1,"{""type"":""Point"",""coordinates"":[-68.7156685248825,-38.4105265551564]}"
OESTE-LLL- ZC-Toledo-Barrosa (3 Etapas)VTO AT-SB,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PLANTA LTS SIERRA BARROSA,"{""type"":""Point"",""coordinates"":[-68.8357669209066,-38.7504140063013]}"
Sin Dato28,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,USP EL CASQUETE,"{""type"":""Point"",""coordinates"":[-68.9184574327643,-38.7478067583751]}"
Sin Dato29,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,USP EL CASQUETE,"{""type"":""Point"",""coordinates"":[-68.9161697148604,-38.7482943698892]}"
Sin Dato30,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BAT NG-05,"{""type"":""Point"",""coordinates"":[-68.9727142728454,-38.7668179443926]}"
Sin Dato31,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BAT NG-03,"{""type"":""Point"",""coordinates"":[-68.9710974446913,-38.7318651095871]}"
Sin Dato33,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BAT NG-04,"{""type"":""Point"",""coordinates"":[-68.9264992784189,-38.7751439542301]}"
Sin Dato34,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BAT NG-06,"{""type"":""Point"",""coordinates"":[-68.8910855086892,-38.7627809884518]}"
Sin Dato35,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BAT AT-04,"{""type"":""Point"",""coordinates"":[-68.8747850618811,-38.7587929781134]}"
Sin Dato36,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BAT NG-02,"{""type"":""Point"",""coordinates"":[-68.8989810283517,-38.73747331694]}"
Sin Dato37,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BAT NG-07,"{""type"":""Point"",""coordinates"":[-68.8743862152516,-38.738130697074]}"
Sin Dato38,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BAT AT-02,"{""type"":""Point"",""coordinates"":[-68.8617927118641,-38.7542977933085]}"
Sin Dato39,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PTC-SBR,"{""type"":""Point"",""coordinates"":[-68.8375299284634,-38.7588382715689]}"
Sin Dato40,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BAT AT-03,"{""type"":""Point"",""coordinates"":[-68.8110829849917,-38.7677779688781]}"
OESTE-LLL (S. Blancas) 1 Etapa VTO PTA 17MM (A),CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PLANTA AMINAS,"{""type"":""Point"",""coordinates"":[-68.7172302039107,-38.413290325588]}"
OESTE-LLL USP-8 Media VTO USP-8 Media,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,ESTACIÃN COMPRESORA 8,"{""type"":""Point"",""coordinates"":[-68.6913808851197,-38.3902664185603]}"
OESTE-LLL USP-11 Media VTO USP-11 Media,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,ESTACIÃN COMPRESORA 11,"{""type"":""Point"",""coordinates"":[-68.6076125537763,-38.5163341033361]}"
OESTE-LLL USP-5 Media VTO USP-5 Media,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,ESTACIÃN COMPRESORA 5,"{""type"":""Point"",""coordinates"":[-68.6729184896965,-38.5016641273975]}"
FOSA DE QUEMA MDM-78,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,MALAL DEL MEDIO,"{""type"":""Point"",""coordinates"":[-69.6422362203253,-36.1967647774725]}"
OESTE-LLL USP-14 Media VTO USP-14 Media,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,ESTACIÃN COMPRESORA 14,"{""type"":""Point"",""coordinates"":[-68.7429629921483,-38.3614386728564]}"
OESTE-LC EPF-02,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,EPF-02,"{""type"":""Point"",""coordinates"":[-68.8444860576854,-38.3183851965196]}"
OESTE-LLL- ZC-Toledo-Barrosa (3 Etapas) VTO AT-SB,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PLANTA LTS SIERRA BARROSA,"{""type"":""Point"",""coordinates"":[-68.8362791306773,-38.74588363732]}"
SALIDA PLANTA DEW POINT,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,Sin Dato,"{""type"":""Point"",""coordinates"":[-69.2610004533081,-46.1925004304504]}"
OESTE-LLL (S. Blancas) 1 Etapa VTO TEXP,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PLANTATURBO EXPANDER (ESTABILIZACIÃN DE CONDENSADO),"{""type"":""Point"",""coordinates"":[-68.5994890218009,-38.5025299505967]}"
OESTE-LLL-2 Etapas VTO DESGASIFICADORA Baja,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,TRATAMIENTO DE GAS-DESGASIFICADORA,"{""type"":""Point"",""coordinates"":[-68.7422199974549,-38.4177800011461]}"
OESTE-LLL-USP-7 Baja VTO USP-7 Baja,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,ESTACIÃN COMPRESORA 7,"{""type"":""Point"",""coordinates"":[-68.6879362973222,-38.4471604234147]}"
OESTE-LLL- USP-9 Baja VTO USP-9 Baja,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,ESTACIÃN COMPRESORA 9,"{""type"":""Point"",""coordinates"":[-68.6976078584159,-38.4852861950018]}"
Sin Dato32,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BAT NG-01,"{""type"":""Point"",""coordinates"":[-68.9389394968603,-38.7290260569069]}"
Sin Dato84,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,CHIHUIDO DE LA SIERRA NEGRA,"{""type"":""Point"",""coordinates"":[-69.2956296661761,-37.3360639732737]}"
Sin Dato85,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,CHIHUIDO DE LA SIERRA NEGRA,"{""type"":""Point"",""coordinates"":[-69.2960959448719,-37.3464281382479]}"
Sin Dato115,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,SEÃAL CERRO BAYO,"{""type"":""Point"",""coordinates"":[-68.7344795721745,-37.6213296916119]}"
Sin Dato116,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,SEÃAL PICADA,"{""type"":""Point"",""coordinates"":[-68.1935342039403,-37.645698226292]}"
OESTE-LLL-ZC- Octogono BAT OF-02,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BATERIA,"{""type"":""Point"",""coordinates"":[-69.1666139497739,-38.9114047862019]}"
Sin Dato41,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,MINI-USP BO-21,"{""type"":""Point"",""coordinates"":[-68.9952819771814,-38.7779870565574]}"
Sin Dato42,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,USP- EL TRIANGULO,"{""type"":""Point"",""coordinates"":[-68.7853175036998,-38.712012095182]}"
PTA-MEMBRANA-CL-GAS ACIDO,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,Sin Dato,"{""type"":""Point"",""coordinates"":[-67.7511364942538,-46.6093474664124]}"
Sin Dato86,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,CHIHUIDO DE LA SIERRA NEGRA,"{""type"":""Point"",""coordinates"":[-69.2676687113419,-37.3546176390927]}"
Sin Dato97,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,CHIHUIDO DE LA SIERRA NEGRA,"{""type"":""Point"",""coordinates"":[-69.2472699271653,-37.3288954664526]}"
Sin Dato98,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,LOMITA,"{""type"":""Point"",""coordinates"":[-69.2286676107216,-37.3536884433669]}"
Sin Dato99,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,LOMITA,"{""type"":""Point"",""coordinates"":[-69.2296692639254,-37.3599126404559]}"
Sin Dato100,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,LOMITA,"{""type"":""Point"",""coordinates"":[-69.2253391065145,-37.3399138765241]}"
Sin Dato101,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,LOMITA,"{""type"":""Point"",""coordinates"":[-69.2295104769269,-37.3276055751371]}"
OESTE-LLL-USP-4 Media VTO USP-4 Media,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,ESTACIÃN COMPRESORA 4,"{""type"":""Point"",""coordinates"":[-68.6318924881478,-38.4162168580215]}"
OESTE-LLL-ZC-Toledo-Barrosa (3 Etapas) VTO AT-SB,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PLANTA DESHIDRATADORA BARROSA OESTE,"{""type"":""Point"",""coordinates"":[-68.9863738145998,-38.7619236017928]}"
OESTE-LLL-ZC- Octogono (4 Etapas) VTO OCTOGONO,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,UNIDAD DE SEPARACIÃN PRIMARIA,"{""type"":""Point"",""coordinates"":[-69.1699999971021,-38.9100000010991]}"
Sin Dato103,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,LOMITA,"{""type"":""Point"",""coordinates"":[-69.1960917776134,-37.2742030604228]}"
Sin Dato104,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,LOMITA,"{""type"":""Point"",""coordinates"":[-69.1738387136857,-37.2738599474786]}"
Sin Dato105,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,LOMITA,"{""type"":""Point"",""coordinates"":[-69.2071766251011,-37.3092232661408]}"
Sin Dato106,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,LOMITA,"{""type"":""Point"",""coordinates"":[-69.211479128359,-37.3292484017923]}"
Sin Dato107,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,LOMITA,"{""type"":""Point"",""coordinates"":[-69.2054804434676,-37.3460348125565]}"
Sin Dato108,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,LOMITA,"{""type"":""Point"",""coordinates"":[-69.2050604627701,-37.3541034732966]}"
Sin Dato119,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,SEÃAL PICADA,"{""type"":""Point"",""coordinates"":[-68.1383254368694,-37.6811547228122]}"
SUR-CS-ANTORCHA-GAS DULCE,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,Sin Dato,"{""type"":""Point"",""coordinates"":[-67.637795327992,-46.542910280485]}"
OESTE-MZAN-VENTEO BAT-B-8 (B),FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,YACIMIENTO BARRANCAS - BATERIAS DE PRODUCCIÃN,"{""type"":""Point"",""coordinates"":[-68.7822861229062,-33.1759108308202]}"
OESTE-MZAN-VENTEO BAT-VM-1,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,YACIMIENTO VACAS MUERTA - BATERIAS DE PRODUCCIÃN,"{""type"":""Point"",""coordinates"":[-68.5994053587702,-33.4868022317376]}"
OESTE-MZAN-VENTEO BAT-VM-4,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,YACIMIENTO VACAS MUERTA - BATERIAS DE PRODUCCIÃN,"{""type"":""Point"",""coordinates"":[-68.6285061341507,-33.4651260649159]}"
OESTE-MZAN-VENTEO BAT-LV,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,YACIMIENTO LA VENTANA - BATERIAS DE PRODUCCIÃN,"{""type"":""Point"",""coordinates"":[-68.6873406547474,-33.3267376105522]}"
Sin Dato76,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,CHIHUIDO DE LA SIERRA NEGRA,"{""type"":""Point"",""coordinates"":[-69.2799445885719,-37.331451729114]}"
Sin Dato77,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,CHIHUIDO DE LA SIERRA NEGRA,"{""type"":""Point"",""coordinates"":[-69.2912556641176,-37.3159368967703]}"
Sin Dato78,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,CHIHUIDO DE LA SIERRA NEGRA,"{""type"":""Point"",""coordinates"":[-69.2815126689745,-37.319867945849]}"
Sin Dato79,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,CHIHUIDO DE LA SIERRA NEGRA,"{""type"":""Point"",""coordinates"":[-69.3170320290049,-37.2999424379931]}"
Sin Dato80,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,CHIHUIDO DE LA SIERRA NEGRA,"{""type"":""Point"",""coordinates"":[-69.3341483056997,-37.2954918613603]}"
Sin Dato81,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,CHIHUIDO DE LA SIERRA NEGRA,"{""type"":""Point"",""coordinates"":[-69.3513472076075,-37.3276175217312]}"
Sin Dato82,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,CHIHUIDO DE LA SIERRA NEGRA,"{""type"":""Point"",""coordinates"":[-69.3209155740944,-37.3207436516981]}"
Sin Dato83,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,CHIHUIDO DE LA SIERRA NEGRA,"{""type"":""Point"",""coordinates"":[-69.3100574789694,-37.3355376936096]}"
OESTE-RDLS-ZA  P BARDA NQN VTO P BARDA NQN,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PASO BARDA,"{""type"":""Point"",""coordinates"":[-69.5015436543162,-37.1871479803949]}"
PTG RN 01,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,Rio Neuquen,"{""type"":""Point"",""coordinates"":[-68.1986083983589,-38.7476806644311]}"
Bat 06,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,Rio Neuquen,"{""type"":""Point"",""coordinates"":[-68.2583007804566,-38.6953125004715]}"
LTSLLL01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PLANTA LTS1,"{""type"":""Point"",""coordinates"":[-68.715666062,-38.4105208519999]}"
Bat 01,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,Rio Neuquen,"{""type"":""Point"",""coordinates"":[-68.2009887689165,-38.7368774405414]}"
Bat 02,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,Rio Neuquen,"{""type"":""Point"",""coordinates"":[-68.1688232424986,-38.7136840823545]}"
Bat 03,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,Rio Neuquen,"{""type"":""Point"",""coordinates"":[-68.226684569837,-38.749694823857]}"
Bat 04,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,Rio Neuquen,"{""type"":""Point"",""coordinates"":[-68.1964111324677,-38.7081298837871]}"
OESTE-MZAN-VENTEO BAT-4VIZ- Extraordinario,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,YACIMIENTO BARRANCAS - BATERIAS DE PRODUCCIÃN,"{""type"":""Point"",""coordinates"":[-68.3988804968374,-33.5725131634517]}"
OESTE-MZAN-VENTEO BAT-5VIZ- Extraordinario,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,YACIMIENTO BARRANCAS - BATERIAS DE PRODUCCIÃN,"{""type"":""Point"",""coordinates"":[-68.3893983446578,-33.5878368925585]}"
SALIDA PLANTA DEW POINT,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,Sin Dato,"{""type"":""Point"",""coordinates"":[-69.260997596,-46.192494515]}"
OESTE-MZAN-VENTEO BAT-10VIZ- Extraordinario,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,YACIMIENTO BARRANCAS - BATERIAS DE PRODUCCIÃN,"{""type"":""Point"",""coordinates"":[-68.4911084053286,-33.5426985170229]}"
OESTE-MZAN-VENTEO PTC-VIZ- Extraordinario,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,UNIDAD DE SEPARACION PRIMARIA-PLANTA TRATAMIENTO DE CRUDO VIZCACHERAS,"{""type"":""Point"",""coordinates"":[-68.4152845014785,-33.547638278084]}"
OESTE-MZAS-GAS-BAT CF-1,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,CERRO FORTUNOSO,"{""type"":""Point"",""coordinates"":[-69.3631004627161,-36.1998552725028]}"
PILETA DE VENTEO LCa-1 Extraordinario,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,LOS CAVAOS,"{""type"":""Point"",""coordinates"":[-69.6501385721373,-36.0935829367031]}"
OESTE-MZAS-GAS-BAT PAMPA PALAUCO,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PAMPA PALAUCO,"{""type"":""Point"",""coordinates"":[-69.5300330498853,-36.0677246049066]}"
OESTE-LLL-USP-10 Baja VTO USP-10 Baja,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,ESTACIÃN COMPRESORA 10,"{""type"":""Point"",""coordinates"":[-68.7839559571017,-38.4428216666865]}"
OESTE-LLL-USP-12 Baja VTO USP-12 Baja,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,ESTACIÃN COMPRESORA 12,"{""type"":""Point"",""coordinates"":[-68.7351867019048,-38.4423304902598]}"
SUR-CS-ANTORCHA-GAS DULCE,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,Sin Dato,"{""type"":""Point"",""coordinates"":[-67.632226589,-46.547072559]}"
OESTE-MZAN-VENTEO BAT-B-12,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,YACIMIENTO BARRANCAS - BATERIAS DE PRODUCCIÃN,"{""type"":""Point"",""coordinates"":[-68.793724402,-33.154642554]}"
OESTE-MZAS-GAS-BAT LOMA DE LA MINA,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,LOMA DE LA MINA,"{""type"":""Point"",""coordinates"":[-69.513415384,-34.9214095849999]}"
OESTE-RDLS-CAT-VOLCAN AUCA MAHUIDA VTO VAM,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,VOLCAN AUCA MAHUIDA,"{""type"":""Point"",""coordinates"":[-68.970277525,-37.806934326]}"
OESTE-MZAS-LC-MG GAS VTEO PLANTA Extraordinario,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PLANTA DE TRATAMIENTO LOS CAVAOS,"{""type"":""Point"",""coordinates"":[-69.6516376769999,-36.088754868]}"
OESTE-MZAN-VENTEO BAT-LC-4,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,YACIMIENTO BARRANCAS - BATERIAS DE PRODUCCIÃN,"{""type"":""Point"",""coordinates"":[-68.726521335,-33.2226077239999]}"
OESTE-RDLS-CAT-SEÃAL CERRO BAYO VTO SCB,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,SEÃAL CERRO BAYO,"{""type"":""Point"",""coordinates"":[-68.7499975549999,-37.6977743259999]}"
OESTE-RDLS-CAT- CERRO HAMACA OESTE VTO CHO,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,CERRO HAMACA OESTE,"{""type"":""Point"",""coordinates"":[-68.5172175819999,-37.7122143199999]}"
Venteo Complejo Gas,CHIMENEA DE QUEMA,VISTA OIL & GAS ARGENTINA SAU,YACIMIENTO,Complejo Gas,"{""type"":""Point"",""coordinates"":[-68.0962599996533,-38.2080099995344]}"
Venteo Estacion Motocompresora 1,CHIMENEA DE QUEMA,VISTA OIL & GAS ARGENTINA SAU,YACIMIENTO,Estacion Motocompresora 1,"{""type"":""Point"",""coordinates"":[-68.0758967221234,-38.2260254803336]}"
Venteo Estacion Motocompresora 2,CHIMENEA DE QUEMA,VISTA OIL & GAS ARGENTINA SAU,YACIMIENTO,Estacion Motocompresora 2,"{""type"":""Point"",""coordinates"":[-68.112623066806,-38.1963156039159]}"
Venteo Estacion Motocompresora 3,CHIMENEA DE QUEMA,VISTA OIL & GAS ARGENTINA SAU,YACIMIENTO,Estacion Motocompresora 3,"{""type"":""Point"",""coordinates"":[-68.1553783770535,-38.1560173222829]}"
Venteo Estacion Motocompresora 4,CHIMENEA DE QUEMA,VISTA OIL & GAS ARGENTINA SAU,YACIMIENTO,Estacion Motocompresora 4,"{""type"":""Point"",""coordinates"":[-68.2026816764997,-38.1275173168518]}"
Venteo Bateria 2 Piedras Blancas,FOSA DE QUEMA,VISTA OIL & GAS ARGENTINA SAU,PLANTA COMPRESORA,Bateria 2 Piedras Blancas,"{""type"":""Point"",""coordinates"":[-68.2031000004889,-38.1285200006321]}"
OESTE-MZAN-VENTEO BAT-LC-2,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,YACIMIENTO LUNLUNTA CARRIZAL - BATERIAS DE PRODUCCIÃN/EX EX ASGN,"{""type"":""Point"",""coordinates"":[-68.717212796,-33.2505787329999]}"
Antorcha Bat 07,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,Rio Neuquen,"{""type"":""Point"",""coordinates"":[-68.1503882179999,-38.728693004]}"
Antorcha Bat 09,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,Rio Neuquen,"{""type"":""Point"",""coordinates"":[-68.221799344,-38.70470619]}"
Antorcha Bat 05,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,Rio Neuquen,"{""type"":""Point"",""coordinates"":[-68.154294466,-38.747003551]}"
"OESTE-MZAN-VENTEO BAT-BN-2
",FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,YACIMIENTO BARRANCAS - BATERIAS DE PRODUCCIÃN,"{""type"":""Point"",""coordinates"":[-68.785526117,-33.131035899]}"
Venteo Estacion Motocompresora 5,CHIMENEA DE QUEMA,VISTA OIL & GAS ARGENTINA SAU,YACIMIENTO,Estacion Motocompresora 5,"{""type"":""Point"",""coordinates"":[-68.3457729528075,-37.9916369887005]}"
Venteo Bateria 1 Charco Bayo,FOSA DE QUEMA,VISTA OIL & GAS ARGENTINA SAU,PLANTA COMPRESORA,Bateria 1 Charco Bayo,"{""type"":""Point"",""coordinates"":[-68.0828199995266,-38.2121600003916]}"
Venteo Bateria 3 Charco Bayo,FOSA DE QUEMA,VISTA OIL & GAS ARGENTINA SAU,PLANTA COMPRESORA,Bateria 3 Charco Bayo,"{""type"":""Point"",""coordinates"":[-68.1332199992606,-38.1511000006245]}"
LTSLLL02-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PLANTA AMINAS,"{""type"":""Point"",""coordinates"":[-68.717227741,-38.4132846219999]}"
Venteo Bateria 4 Charco Bayo,FOSA DE QUEMA,VISTA OIL & GAS ARGENTINA SAU,PLANTA COMPRESORA,Bateria 4 Charco Bayo,"{""type"":""Point"",""coordinates"":[-68.0650200000706,-38.2313599996597]}"
OESTE-MZAN-VENTEO PTC-B-104,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,YACIMIENTO UGARTECHE - BATERIAS DE PRODUCCIÃN,"{""type"":""Point"",""coordinates"":[-68.762665483,-33.1613550669999]}"
Venteo Bateria 12,FOSA DE QUEMA,VISTA OIL & GAS ARGENTINA SAU,PLANTA COMPRESORA,Bateria 12 25 de Mayo-Medanito SE,"{""type"":""Point"",""coordinates"":[-67.8645480111213,-38.0578971794239]}"
Venteo Bateria 14,FOSA DE QUEMA,VISTA OIL & GAS ARGENTINA SAU,PLANTA COMPRESORA,Bateria 14 25 de Mayo-Medanito SE,"{""type"":""Point"",""coordinates"":[-67.8871513043339,-37.9562506065021]}"
Venteo Bateria 15,FOSA DE QUEMA,VISTA OIL & GAS ARGENTINA SAU,PLANTA COMPRESORA,Bateria 15 25 de Mayo-Medanito SE,"{""type"":""Point"",""coordinates"":[-67.9068643537502,-37.994747207665]}"
Venteo Bateria 17,FOSA DE QUEMA,VISTA OIL & GAS ARGENTINA SAU,PLANTA COMPRESORA,Bateria 17 Jaguel de los Machos,"{""type"":""Point"",""coordinates"":[-67.790822692513,-38.1182209877339]}"
Venteo Bateria 19,FOSA DE QUEMA,VISTA OIL & GAS ARGENTINA SAU,PLANTA COMPRESORA,Bateria 19 Jaguel de los Machos,"{""type"":""Point"",""coordinates"":[-67.8033301666193,-38.1632224074475]}"
